YEAR,MO,DY,HR,T2M
2017,5,13,11,16.65
2017,5,13,12,17.55
2017,5,13,13,17.98
2017,5,13,14,17.79
2017,5,13,15,16.89
2017,5,13,16,15.87
2017,5,13,17,14.97
2017,5,13,18,14.24
2017,5,13,19,13.52
2017,5,13,20,12.92
2017,5,13,21,12.53
2017,5,13,22,12.21
2017,5,13,23,11.89
2017,5,14,0,11.43
2017,5,14,1,10.65
2017,5,14,2,9.83
2017,5,14,3,9.21
2017,5,14,4,8.68
2017,5,14,5,9.9
2017,5,14,6,11.14
2017,5,14,7,12.67
2017,5,14,8,13.96
2017,5,14,9,15.19
2017,5,14,10,16.3
2017,5,14,11,17.06
2017,5,14,12,17.38
2017,5,14,13,17.38
2017,5,14,14,17.21
2017,5,14,15,16.91
2017,5,14,16,16.44
2017,5,14,17,15.76
2017,5,14,18,14.96
2017,5,14,19,13.16
2017,5,14,20,11.14
2017,5,14,21,10.42
2017,5,14,22,9.98
2017,5,14,23,9.77
2017,5,15,0,9.76
2017,5,15,1,9.79
2017,5,15,2,9.68
2017,5,15,3,9.36
2017,5,15,4,8.81
2017,5,15,5,9.36
2017,5,15,6,10.31
2017,5,15,7,11.62
2017,5,15,8,12.93
2017,5,15,9,14.27
2017,5,15,10,15.48
2017,5,15,11,16.43
2017,5,15,12,16.94
2017,5,15,13,17.03
2017,5,15,14,16.85
2017,5,15,15,16.31
2017,5,15,16,15.36
2017,5,15,17,14.7
2017,5,15,18,13.97
2017,5,15,19,12.56
2017,5,15,20,11.56
2017,5,15,21,11.2
2017,5,15,22,10.82
2017,5,15,23,10.6
2017,5,16,0,10.34
2017,5,16,1,10.13
2017,5,16,2,10.07
2017,5,16,3,10.06
2017,5,16,4,9.98
2017,5,16,5,10.01
2017,5,16,6,10.28
2017,5,16,7,10.77
2017,5,16,8,11.42
2017,5,16,9,12.0
2017,5,16,10,12.52
2017,5,16,11,12.87
2017,5,16,12,13.32
2017,5,16,13,13.85
2017,5,16,14,14.31
2017,5,16,15,14.61
2017,5,16,16,14.8
2017,5,16,17,14.85
2017,5,16,18,14.58
2017,5,16,19,14.05
2017,5,16,20,13.43
2017,5,16,21,13.31
2017,5,16,22,13.19
2017,5,16,23,13.04
2017,5,17,0,12.9
2017,5,17,1,12.7
2017,5,17,2,12.54
2017,5,17,3,12.4
2017,5,17,4,12.28
2017,5,17,5,12.29
2017,5,17,6,12.55
2017,5,17,7,13.05
2017,5,17,8,13.87
2017,5,17,9,15.73
2017,5,17,10,17.72
2017,5,17,11,18.92
2017,5,17,12,19.41
2017,5,17,13,19.86
2017,5,17,14,20.31
2017,5,17,15,20.57
2017,5,17,16,20.4
2017,5,17,17,19.92
2017,5,17,18,19.08
2017,5,17,19,17.69
2017,5,17,20,16.32
2017,5,17,21,15.53
2017,5,17,22,15.02
2017,5,17,23,14.78
2017,5,18,0,14.65
2017,5,18,1,14.49
2017,5,18,2,14.21
2017,5,18,3,13.86
2017,5,18,4,13.61
2017,5,18,5,13.87
2017,5,18,6,14.77
2017,5,18,7,16.3
2017,5,18,8,18.38
2017,5,18,9,20.0
2017,5,18,10,20.9
2017,5,18,11,21.26
2017,5,18,12,21.13
2017,5,18,13,20.64
2017,5,18,14,19.82
2017,5,18,15,18.61
2017,5,18,16,16.88
2017,5,18,17,15.4
2017,5,18,18,14.49
2017,5,18,19,13.61
2017,5,18,20,12.69
2017,5,18,21,11.95
2017,5,18,22,11.36
2017,5,18,23,10.87
2017,5,19,0,10.47
2017,5,19,1,10.1
2017,5,19,2,9.81
2017,5,19,3,9.58
2017,5,19,4,9.44
2017,5,19,5,10.0
2017,5,19,6,11.01
2017,5,19,7,12.37
2017,5,19,8,14.17
2017,5,19,9,16.17
2017,5,19,10,17.86
2017,5,19,11,19.37
2017,5,19,12,20.55
2017,5,19,13,21.19
2017,5,19,14,21.37
2017,5,19,15,21.12
2017,5,19,16,20.63
2017,5,19,17,20.06
2017,5,19,18,19.19
2017,5,19,19,17.67
2017,5,19,20,16.02
2017,5,19,21,14.91
2017,5,19,22,14.06
2017,5,19,23,13.2
2017,5,20,0,12.1
2017,5,20,1,11.15
2017,5,20,2,10.66
2017,5,20,3,10.43
2017,5,20,4,10.38
2017,5,20,5,10.4
2017,5,20,6,10.56
2017,5,20,7,10.93
2017,5,20,8,11.53
2017,5,20,9,12.54
2017,5,20,10,13.62
2017,5,20,11,14.63
2017,5,20,12,15.43
2017,5,20,13,15.78
2017,5,20,14,15.78
2017,5,20,15,15.54
2017,5,20,16,15.16
2017,5,20,17,14.59
2017,5,20,18,13.74
2017,5,20,19,12.28
2017,5,20,20,9.97
2017,5,20,21,8.84
2017,5,20,22,8.16
2017,5,20,23,7.62
2017,5,21,0,7.26
2017,5,21,1,7.06
2017,5,21,2,7.03
2017,5,21,3,6.81
2017,5,21,4,7.02
2017,5,21,5,8.79
2017,5,21,6,10.42
2017,5,21,7,12.76
2017,5,21,8,14.52
2017,5,21,9,15.62
2017,5,21,10,16.32
2017,5,21,11,16.69
2017,5,21,12,16.82
2017,5,21,13,16.75
2017,5,21,14,16.58
2017,5,21,15,16.29
2017,5,21,16,15.84
2017,5,21,17,15.23
2017,5,21,18,14.36
2017,5,21,19,12.88
2017,5,21,20,10.63
2017,5,21,21,9.37
2017,5,21,22,8.5
2017,5,21,23,7.76
2017,5,22,0,7.13
2017,5,22,1,6.72
2017,5,22,2,6.51
2017,5,22,3,6.45
2017,5,22,4,6.97
2017,5,22,5,8.14
2017,5,22,6,8.94
2017,5,22,7,10.21
2017,5,22,8,11.79
2017,5,22,9,13.52
2017,5,22,10,15.15
2017,5,22,11,16.3
2017,5,22,12,17.1
2017,5,22,13,17.64
2017,5,22,14,17.92
2017,5,22,15,17.88
2017,5,22,16,17.55
2017,5,22,17,16.92
2017,5,22,18,15.97
2017,5,22,19,14.2
2017,5,22,20,11.93
2017,5,22,21,11.33
2017,5,22,22,11.3
2017,5,22,23,11.19
2017,5,23,0,11.06
2017,5,23,1,10.68
2017,5,23,2,10.26
2017,5,23,3,9.97
2017,5,23,4,9.74
2017,5,23,5,10.19
2017,5,23,6,11.55
2017,5,23,7,12.9
2017,5,23,8,15.3
2017,5,23,9,17.27
2017,5,23,10,18.61
2017,5,23,11,19.2
2017,5,23,12,19.51
2017,5,23,13,19.69
2017,5,23,14,19.55
2017,5,23,15,18.87
2017,5,23,16,17.78
2017,5,23,17,16.36
2017,5,23,18,14.61
2017,5,23,19,12.82
2017,5,23,20,11.5
2017,5,23,21,10.91
2017,5,23,22,10.74
2017,5,23,23,10.51
2017,5,24,0,10.11
2017,5,24,1,9.75
2017,5,24,2,9.4
2017,5,24,3,9.14
2017,5,24,4,8.97
2017,5,24,5,9.4
2017,5,24,6,10.6
2017,5,24,7,12.06
2017,5,24,8,13.4
2017,5,24,9,14.48
2017,5,24,10,15.38
2017,5,24,11,16.08
2017,5,24,12,16.54
2017,5,24,13,16.54
2017,5,24,14,16.15
2017,5,24,15,15.55
2017,5,24,16,14.75
2017,5,24,17,13.84
2017,5,24,18,13.02
2017,5,24,19,12.03
2017,5,24,20,10.56
2017,5,24,21,9.58
2017,5,24,22,9.09
2017,5,24,23,8.73
2017,5,25,0,8.53
2017,5,25,1,8.43
2017,5,25,2,8.4
2017,5,25,3,8.4
2017,5,25,4,8.48
2017,5,25,5,9.32
2017,5,25,6,10.76
2017,5,25,7,12.49
2017,5,25,8,14.09
2017,5,25,9,15.41
2017,5,25,10,16.65
2017,5,25,11,17.73
2017,5,25,12,18.55
2017,5,25,13,19.16
2017,5,25,14,19.5
2017,5,25,15,19.48
2017,5,25,16,18.92
2017,5,25,17,17.87
2017,5,25,18,16.47
2017,5,25,19,14.78
2017,5,25,20,12.93
2017,5,25,21,11.75
2017,5,25,22,11.14
2017,5,25,23,10.71
2017,5,26,0,10.39
2017,5,26,1,10.15
2017,5,26,2,9.94
2017,5,26,3,9.71
2017,5,26,4,9.77
2017,5,26,5,10.76
2017,5,26,6,12.29
2017,5,26,7,14.22
2017,5,26,8,15.99
2017,5,26,9,17.58
2017,5,26,10,18.95
2017,5,26,11,20.12
2017,5,26,12,21.05
2017,5,26,13,21.7
2017,5,26,14,22.03
2017,5,26,15,22.01
2017,5,26,16,21.71
2017,5,26,17,21.12
2017,5,26,18,20.18
2017,5,26,19,18.45
2017,5,26,20,16.01
2017,5,26,21,14.76
2017,5,26,22,13.93
2017,5,26,23,13.35
2017,5,27,0,12.98
2017,5,27,1,12.48
2017,5,27,2,12.07
2017,5,27,3,11.52
2017,5,27,4,11.24
2017,5,27,5,13.14
2017,5,27,6,14.98
2017,5,27,7,16.81
2017,5,27,8,19.48
2017,5,27,9,20.95
2017,5,27,10,21.97
2017,5,27,11,22.79
2017,5,27,12,23.4
2017,5,27,13,23.76
2017,5,27,14,23.83
2017,5,27,15,23.58
2017,5,27,16,23.04
2017,5,27,17,22.19
2017,5,27,18,21.09
2017,5,27,19,19.26
2017,5,27,20,17.1
2017,5,27,21,16.25
2017,5,27,22,15.86
2017,5,27,23,15.47
2017,5,28,0,14.99
2017,5,28,1,14.72
2017,5,28,2,14.36
2017,5,28,3,13.92
2017,5,28,4,13.9
2017,5,28,5,14.56
2017,5,28,6,15.28
2017,5,28,7,16.02
2017,5,28,8,16.99
2017,5,28,9,18.77
2017,5,28,10,20.16
2017,5,28,11,20.49
2017,5,28,12,20.36
2017,5,28,13,20.07
2017,5,28,14,19.7
2017,5,28,15,19.3
2017,5,28,16,18.74
2017,5,28,17,17.9
2017,5,28,18,16.77
2017,5,28,19,15.45
2017,5,28,20,14.13
2017,5,28,21,13.18
2017,5,28,22,12.7
2017,5,28,23,12.31
2017,5,29,0,11.84
2017,5,29,1,11.35
2017,5,29,2,10.97
2017,5,29,3,10.7
2017,5,29,4,10.82
2017,5,29,5,11.54
2017,5,29,6,12.55
2017,5,29,7,13.76
2017,5,29,8,14.77
2017,5,29,9,15.88
2017,5,29,10,16.62
2017,5,29,11,17.12
2017,5,29,12,17.71
2017,5,29,13,18.16
2017,5,29,14,18.07
2017,5,29,15,17.8
2017,5,29,16,17.32
2017,5,29,17,17.01
2017,5,29,18,16.34
2017,5,29,19,15.36
2017,5,29,20,14.03
2017,5,29,21,12.98
2017,5,29,22,12.43
2017,5,29,23,12.19
2017,5,30,0,12.01
2017,5,30,1,11.74
2017,5,30,2,11.56
2017,5,30,3,11.43
2017,5,30,4,11.32
2017,5,30,5,11.75
2017,5,30,6,12.33
2017,5,30,7,13.11
2017,5,30,8,13.79
2017,5,30,9,14.35
2017,5,30,10,15.21
2017,5,30,11,15.56
2017,5,30,12,15.98
2017,5,30,13,16.35
2017,5,30,14,16.31
2017,5,30,15,16.04
2017,5,30,16,15.56
2017,5,30,17,14.73
2017,5,30,18,13.73
2017,5,30,19,12.77
2017,5,30,20,11.81
2017,5,30,21,11.07
2017,5,30,22,10.86
2017,5,30,23,10.97
2017,5,31,0,11.35
2017,5,31,1,11.75
2017,5,31,2,11.97
2017,5,31,3,11.92
2017,5,31,4,11.72
2017,5,31,5,11.83
2017,5,31,6,12.09
2017,5,31,7,12.71
2017,5,31,8,13.52
2017,5,31,9,14.11
2017,5,31,10,14.45
2017,5,31,11,14.73
2017,5,31,12,14.86
2017,5,31,13,14.69
2017,5,31,14,14.39
2017,5,31,15,14.0
2017,5,31,16,13.48
2017,5,31,17,12.77
2017,5,31,18,11.86
2017,5,31,19,10.92
2017,5,31,20,9.99
2017,5,31,21,9.39
2017,5,31,22,9.28
2017,5,31,23,9.15
2017,6,1,0,8.87
2017,6,1,1,8.41
2017,6,1,2,8.0
2017,6,1,3,7.67
2017,6,1,4,7.83
2017,6,1,5,8.78
2017,6,1,6,10.19
2017,6,1,7,11.49
2017,6,1,8,12.66
2017,6,1,9,13.66
2017,6,1,10,14.57
2017,6,1,11,15.31
2017,6,1,12,15.83
2017,6,1,13,16.08
2017,6,1,14,16.02
2017,6,1,15,15.46
2017,6,1,16,14.73
2017,6,1,17,14.08
2017,6,1,18,13.15
2017,6,1,19,11.89
2017,6,1,20,10.04
2017,6,1,21,8.89
2017,6,1,22,8.67
2017,6,1,23,8.75
2017,6,2,0,8.8
2017,6,2,1,8.51
2017,6,2,2,8.04
2017,6,2,3,7.78
2017,6,2,4,8.28
2017,6,2,5,10.18
2017,6,2,6,11.69
2017,6,2,7,13.27
2017,6,2,8,14.92
2017,6,2,9,16.4
2017,6,2,10,17.77
2017,6,2,11,18.89
2017,6,2,12,19.67
2017,6,2,13,20.1
2017,6,2,14,20.27
2017,6,2,15,20.21
2017,6,2,16,19.91
2017,6,2,17,19.45
2017,6,2,18,18.86
2017,6,2,19,17.38
2017,6,2,20,15.91
2017,6,2,21,15.1
2017,6,2,22,14.19
2017,6,2,23,13.25
2017,6,3,0,12.47
2017,6,3,1,11.61
2017,6,3,2,10.97
2017,6,3,3,10.52
2017,6,3,4,10.86
2017,6,3,5,12.3
2017,6,3,6,13.37
2017,6,3,7,14.58
2017,6,3,8,15.73
2017,6,3,9,16.7
2017,6,3,10,17.61
2017,6,3,11,18.25
2017,6,3,12,18.06
2017,6,3,13,17.65
2017,6,3,14,17.3
2017,6,3,15,17.12
2017,6,3,16,16.89
2017,6,3,17,16.7
2017,6,3,18,16.32
2017,6,3,19,15.66
2017,6,3,20,14.87
2017,6,3,21,14.33
2017,6,3,22,14.06
2017,6,3,23,13.87
2017,6,4,0,13.61
2017,6,4,1,13.43
2017,6,4,2,13.18
2017,6,4,3,12.89
2017,6,4,4,13.0
2017,6,4,5,13.36
2017,6,4,6,13.63
2017,6,4,7,13.97
2017,6,4,8,14.45
2017,6,4,9,14.92
2017,6,4,10,15.37
2017,6,4,11,15.66
2017,6,4,12,15.88
2017,6,4,13,16.03
2017,6,4,14,16.37
2017,6,4,15,16.49
2017,6,4,16,16.18
2017,6,4,17,15.41
2017,6,4,18,14.4
2017,6,4,19,13.18
2017,6,4,20,11.62
2017,6,4,21,10.56
2017,6,4,22,10.36
2017,6,4,23,10.02
2017,6,5,0,9.69
2017,6,5,1,9.39
2017,6,5,2,9.05
2017,6,5,3,8.69
2017,6,5,4,9.12
2017,6,5,5,10.73
2017,6,5,6,12.26
2017,6,5,7,13.85
2017,6,5,8,15.1
2017,6,5,9,15.86
2017,6,5,10,16.26
2017,6,5,11,16.06
2017,6,5,12,15.7
2017,6,5,13,15.97
2017,6,5,14,16.45
2017,6,5,15,16.64
2017,6,5,16,16.47
2017,6,5,17,16.29
2017,6,5,18,15.81
2017,6,5,19,14.76
2017,6,5,20,12.77
2017,6,5,21,11.49
2017,6,5,22,11.39
2017,6,5,23,11.7
2017,6,6,0,12.0
2017,6,6,1,11.76
2017,6,6,2,11.37
2017,6,6,3,11.01
2017,6,6,4,11.25
2017,6,6,5,12.3
2017,6,6,6,13.92
2017,6,6,7,15.93
2017,6,6,8,17.31
2017,6,6,9,17.93
2017,6,6,10,18.43
2017,6,6,11,19.19
2017,6,6,12,19.94
2017,6,6,13,20.11
2017,6,6,14,19.47
2017,6,6,15,18.93
2017,6,6,16,18.71
2017,6,6,17,18.03
2017,6,6,18,17.45
2017,6,6,19,16.38
2017,6,6,20,15.05
2017,6,6,21,13.6
2017,6,6,22,12.27
2017,6,6,23,11.54
2017,6,7,0,11.23
2017,6,7,1,11.15
2017,6,7,2,11.09
2017,6,7,3,10.99
2017,6,7,4,10.84
2017,6,7,5,10.84
2017,6,7,6,11.15
2017,6,7,7,11.73
2017,6,7,8,12.65
2017,6,7,9,13.57
2017,6,7,10,13.55
2017,6,7,11,13.14
2017,6,7,12,13.36
2017,6,7,13,13.43
2017,6,7,14,13.54
2017,6,7,15,13.7
2017,6,7,16,13.92
2017,6,7,17,13.7
2017,6,7,18,13.21
2017,6,7,19,12.37
2017,6,7,20,11.47
2017,6,7,21,10.91
2017,6,7,22,10.76
2017,6,7,23,10.75
2017,6,8,0,10.76
2017,6,8,1,10.79
2017,6,8,2,10.81
2017,6,8,3,10.77
2017,6,8,4,10.71
2017,6,8,5,10.84
2017,6,8,6,11.28
2017,6,8,7,12.01
2017,6,8,8,12.93
2017,6,8,9,14.1
2017,6,8,10,15.1
2017,6,8,11,15.67
2017,6,8,12,16.0
2017,6,8,13,16.18
2017,6,8,14,16.01
2017,6,8,15,15.53
2017,6,8,16,14.75
2017,6,8,17,14.0
2017,6,8,18,13.53
2017,6,8,19,13.19
2017,6,8,20,12.8
2017,6,8,21,12.42
2017,6,8,22,12.38
2017,6,8,23,12.64
2017,6,9,0,12.73
2017,6,9,1,12.7
2017,6,9,2,12.16
2017,6,9,3,11.33
2017,6,9,4,11.91
2017,6,9,5,13.06
2017,6,9,6,14.17
2017,6,9,7,15.74
2017,6,9,8,17.2
2017,6,9,9,17.57
2017,6,9,10,17.1
2017,6,9,11,17.64
2017,6,9,12,18.25
2017,6,9,13,18.19
2017,6,9,14,18.05
2017,6,9,15,17.83
2017,6,9,16,17.4
2017,6,9,17,16.52
2017,6,9,18,15.08
2017,6,9,19,13.47
2017,6,9,20,12.28
2017,6,9,21,11.57
2017,6,9,22,11.07
2017,6,9,23,10.62
2017,6,10,0,10.22
2017,6,10,1,10.09
2017,6,10,2,9.98
2017,6,10,3,9.75
2017,6,10,4,10.13
2017,6,10,5,11.39
2017,6,10,6,12.74
2017,6,10,7,14.17
2017,6,10,8,15.45
2017,6,10,9,16.5
2017,6,10,10,17.37
2017,6,10,11,17.93
2017,6,10,12,18.25
2017,6,10,13,18.51
2017,6,10,14,18.52
2017,6,10,15,18.13
2017,6,10,16,17.77
2017,6,10,17,17.5
2017,6,10,18,16.95
2017,6,10,19,15.83
2017,6,10,20,14.19
2017,6,10,21,13.14
2017,6,10,22,12.67
2017,6,10,23,12.37
2017,6,11,0,12.4
2017,6,11,1,12.56
2017,6,11,2,12.69
2017,6,11,3,12.82
2017,6,11,4,13.1
2017,6,11,5,13.94
2017,6,11,6,15.11
2017,6,11,7,16.28
2017,6,11,8,16.9
2017,6,11,9,17.22
2017,6,11,10,17.67
2017,6,11,11,18.1
2017,6,11,12,18.41
2017,6,11,13,18.68
2017,6,11,14,18.6
2017,6,11,15,18.23
2017,6,11,16,17.71
2017,6,11,17,17.13
2017,6,11,18,16.31
2017,6,11,19,15.51
2017,6,11,20,14.96
2017,6,11,21,14.49
2017,6,11,22,13.86
2017,6,11,23,13.18
2017,6,12,0,12.18
2017,6,12,1,11.69
2017,6,12,2,11.99
2017,6,12,3,12.33
2017,6,12,4,12.31
2017,6,12,5,12.73
2017,6,12,6,13.47
2017,6,12,7,14.22
2017,6,12,8,14.92
2017,6,12,9,15.52
2017,6,12,10,15.95
2017,6,12,11,16.06
2017,6,12,12,16.01
2017,6,12,13,15.79
2017,6,12,14,15.61
2017,6,12,15,15.48
2017,6,12,16,15.16
2017,6,12,17,14.59
2017,6,12,18,13.83
2017,6,12,19,13.01
2017,6,12,20,12.35
2017,6,12,21,12.03
2017,6,12,22,11.97
2017,6,12,23,11.87
2017,6,13,0,11.8
2017,6,13,1,11.69
2017,6,13,2,11.65
2017,6,13,3,11.7
2017,6,13,4,11.75
2017,6,13,5,11.89
2017,6,13,6,12.16
2017,6,13,7,12.93
2017,6,13,8,14.17
2017,6,13,9,15.22
2017,6,13,10,15.82
2017,6,13,11,16.25
2017,6,13,12,16.38
2017,6,13,13,16.38
2017,6,13,14,16.28
2017,6,13,15,16.05
2017,6,13,16,15.59
2017,6,13,17,14.87
2017,6,13,18,14.16
2017,6,13,19,13.3
2017,6,13,20,12.17
2017,6,13,21,11.19
2017,6,13,22,10.74
2017,6,13,23,10.51
2017,6,14,0,10.47
2017,6,14,1,10.64
2017,6,14,2,10.71
2017,6,14,3,10.62
2017,6,14,4,10.86
2017,6,14,5,11.52
2017,6,14,6,12.3
2017,6,14,7,13.26
2017,6,14,8,14.38
2017,6,14,9,15.49
2017,6,14,10,17.12
2017,6,14,11,18.6
2017,6,14,12,19.31
2017,6,14,13,19.25
2017,6,14,14,19.24
2017,6,14,15,19.24
2017,6,14,16,19.04
2017,6,14,17,18.52
2017,6,14,18,17.67
2017,6,14,19,16.49
2017,6,14,20,14.73
2017,6,14,21,13.22
2017,6,14,22,12.48
2017,6,14,23,12.18
2017,6,15,0,12.06
2017,6,15,1,11.45
2017,6,15,2,10.87
2017,6,15,3,10.32
2017,6,15,4,11.01
2017,6,15,5,12.92
2017,6,15,6,14.3
2017,6,15,7,16.09
2017,6,15,8,16.59
2017,6,15,9,17.1
2017,6,15,10,17.71
2017,6,15,11,18.26
2017,6,15,12,18.73
2017,6,15,13,19.04
2017,6,15,14,19.18
2017,6,15,15,19.21
2017,6,15,16,19.03
2017,6,15,17,18.51
2017,6,15,18,17.73
2017,6,15,19,16.87
2017,6,15,20,16.22
2017,6,15,21,15.69
2017,6,15,22,15.34
2017,6,15,23,14.66
2017,6,16,0,13.81
2017,6,16,1,13.04
2017,6,16,2,12.35
2017,6,16,3,12.01
2017,6,16,4,12.2
2017,6,16,5,12.88
2017,6,16,6,13.77
2017,6,16,7,14.72
2017,6,16,8,15.69
2017,6,16,9,16.37
2017,6,16,10,16.77
2017,6,16,11,17.07
2017,6,16,12,17.22
2017,6,16,13,17.26
2017,6,16,14,17.18
2017,6,16,15,16.8
2017,6,16,16,16.2
2017,6,16,17,15.49
2017,6,16,18,14.66
2017,6,16,19,13.63
2017,6,16,20,12.51
2017,6,16,21,11.79
2017,6,16,22,11.62
2017,6,16,23,11.59
2017,6,17,0,11.51
2017,6,17,1,11.23
2017,6,17,2,11.05
2017,6,17,3,10.88
2017,6,17,4,11.09
2017,6,17,5,11.95
2017,6,17,6,13.14
2017,6,17,7,14.41
2017,6,17,8,15.62
2017,6,17,9,16.71
2017,6,17,10,17.61
2017,6,17,11,18.36
2017,6,17,12,18.84
2017,6,17,13,19.05
2017,6,17,14,19.01
2017,6,17,15,18.74
2017,6,17,16,18.42
2017,6,17,17,18.09
2017,6,17,18,17.56
2017,6,17,19,16.63
2017,6,17,20,15.14
2017,6,17,21,13.88
2017,6,17,22,13.3
2017,6,17,23,12.74
2017,6,18,0,12.38
2017,6,18,1,12.16
2017,6,18,2,12.03
2017,6,18,3,11.97
2017,6,18,4,12.72
2017,6,18,5,13.9
2017,6,18,6,15.4
2017,6,18,7,17.55
2017,6,18,8,19.47
2017,6,18,9,21.07
2017,6,18,10,22.18
2017,6,18,11,22.94
2017,6,18,12,23.42
2017,6,18,13,23.62
2017,6,18,14,23.51
2017,6,18,15,23.17
2017,6,18,16,22.57
2017,6,18,17,21.7
2017,6,18,18,20.57
2017,6,18,19,19.09
2017,6,18,20,17.1
2017,6,18,21,15.49
2017,6,18,22,14.71
2017,6,18,23,13.93
2017,6,19,0,13.32
2017,6,19,1,12.81
2017,6,19,2,12.37
2017,6,19,3,11.99
2017,6,19,4,12.82
2017,6,19,5,14.39
2017,6,19,6,15.64
2017,6,19,7,17.9
2017,6,19,8,19.5
2017,6,19,9,20.62
2017,6,19,10,21.68
2017,6,19,11,22.62
2017,6,19,12,23.28
2017,6,19,13,23.66
2017,6,19,14,23.73
2017,6,19,15,23.5
2017,6,19,16,23.03
2017,6,19,17,22.36
2017,6,19,18,21.45
2017,6,19,19,20.13
2017,6,19,20,18.24
2017,6,19,21,16.82
2017,6,19,22,16.19
2017,6,19,23,15.79
2017,6,20,0,15.33
2017,6,20,1,14.73
2017,6,20,2,13.98
2017,6,20,3,13.23
2017,6,20,4,12.86
2017,6,20,5,12.95
2017,6,20,6,13.51
2017,6,20,7,14.28
2017,6,20,8,14.99
2017,6,20,9,15.63
2017,6,20,10,16.21
2017,6,20,11,16.6
2017,6,20,12,16.64
2017,6,20,13,16.53
2017,6,20,14,16.25
2017,6,20,15,15.85
2017,6,20,16,15.32
2017,6,20,17,14.7
2017,6,20,18,14.02
2017,6,20,19,13.11
2017,6,20,20,11.98
2017,6,20,21,10.78
2017,6,20,22,10.21
2017,6,20,23,9.89
2017,6,21,0,9.64
2017,6,21,1,9.38
2017,6,21,2,9.06
2017,6,21,3,8.87
2017,6,21,4,9.61
2017,6,21,5,11.0
2017,6,21,6,12.51
2017,6,21,7,13.7
2017,6,21,8,14.78
2017,6,21,9,15.76
2017,6,21,10,16.53
2017,6,21,11,17.09
2017,6,21,12,16.96
2017,6,21,13,16.31
2017,6,21,14,15.66
2017,6,21,15,15.13
2017,6,21,16,14.61
2017,6,21,17,14.04
2017,6,21,18,13.43
2017,6,21,19,12.8
2017,6,21,20,11.88
2017,6,21,21,10.91
2017,6,21,22,10.76
2017,6,21,23,10.87
2017,6,22,0,11.04
2017,6,22,1,11.1
2017,6,22,2,11.03
2017,6,22,3,10.76
2017,6,22,4,10.97
2017,6,22,5,11.52
2017,6,22,6,12.04
2017,6,22,7,12.72
2017,6,22,8,13.07
2017,6,22,9,13.67
2017,6,22,10,14.6
2017,6,22,11,15.89
2017,6,22,12,17.68
2017,6,22,13,19.34
2017,6,22,14,20.27
2017,6,22,15,20.7
2017,6,22,16,20.73
2017,6,22,17,20.33
2017,6,22,18,19.45
2017,6,22,19,18.28
2017,6,22,20,17.2
2017,6,22,21,16.44
2017,6,22,22,16.09
2017,6,22,23,15.78
2017,6,23,0,15.33
2017,6,23,1,14.89
2017,6,23,2,14.37
2017,6,23,3,14.13
2017,6,23,4,14.43
2017,6,23,5,15.49
2017,6,23,6,16.33
2017,6,23,7,17.17
2017,6,23,8,17.89
2017,6,23,9,18.44
2017,6,23,10,18.51
2017,6,23,11,18.41
2017,6,23,12,17.91
2017,6,23,13,16.82
2017,6,23,14,15.96
2017,6,23,15,16.28
2017,6,23,16,16.56
2017,6,23,17,16.03
2017,6,23,18,15.12
2017,6,23,19,14.41
2017,6,23,20,14.03
2017,6,23,21,13.85
2017,6,23,22,13.81
2017,6,23,23,13.88
2017,6,24,0,14.03
2017,6,24,1,14.16
2017,6,24,2,14.2
2017,6,24,3,14.08
2017,6,24,4,13.88
2017,6,24,5,14.04
2017,6,24,6,14.52
2017,6,24,7,15.01
2017,6,24,8,15.82
2017,6,24,9,16.51
2017,6,24,10,16.82
2017,6,24,11,17.06
2017,6,24,12,17.36
2017,6,24,13,17.29
2017,6,24,14,17.0
2017,6,24,15,16.5
2017,6,24,16,15.94
2017,6,24,17,15.27
2017,6,24,18,14.46
2017,6,24,19,13.46
2017,6,24,20,12.52
2017,6,24,21,11.84
2017,6,24,22,11.65
2017,6,24,23,11.55
2017,6,25,0,11.57
2017,6,25,1,12.07
2017,6,25,2,12.59
2017,6,25,3,12.59
2017,6,25,4,12.58
2017,6,25,5,13.21
2017,6,25,6,14.05
2017,6,25,7,14.6
2017,6,25,8,15.08
2017,6,25,9,15.48
2017,6,25,10,15.78
2017,6,25,11,15.99
2017,6,25,12,16.06
2017,6,25,13,15.98
2017,6,25,14,15.81
2017,6,25,15,15.55
2017,6,25,16,15.18
2017,6,25,17,14.63
2017,6,25,18,13.87
2017,6,25,19,12.94
2017,6,25,20,11.87
2017,6,25,21,11.11
2017,6,25,22,10.8
2017,6,25,23,10.5
2017,6,26,0,10.2
2017,6,26,1,10.05
2017,6,26,2,9.93
2017,6,26,3,9.86
2017,6,26,4,10.11
2017,6,26,5,11.02
2017,6,26,6,12.27
2017,6,26,7,13.36
2017,6,26,8,14.28
2017,6,26,9,14.87
2017,6,26,10,15.35
2017,6,26,11,15.74
2017,6,26,12,15.91
2017,6,26,13,16.0
2017,6,26,14,15.94
2017,6,26,15,15.72
2017,6,26,16,15.25
2017,6,26,17,14.52
2017,6,26,18,13.58
2017,6,26,19,12.47
2017,6,26,20,11.16
2017,6,26,21,9.93
2017,6,26,22,9.06
2017,6,26,23,8.48
2017,6,27,0,7.95
2017,6,27,1,7.59
2017,6,27,2,7.59
2017,6,27,3,7.54
2017,6,27,4,8.2
2017,6,27,5,9.74
